Primary_Key,ProdCat1,ProdCat2,GROSS_TURNOVER,INVOICE_NUMBER,Cluster
35680_Customer Group_1956,Digital Transformation Services,Cloud-native Development,5443.7857,10,4
35680_Customer Group_1956,Digital Transformation Services,Remote Work Solutions,214.2,1,4
35680_Customer Group_1956,IoT and Smart Solutions,Fleet Management Solutions,4537.2061,5,4
35680_Customer Group_1956,IoT and Smart Solutions,Internet of Things (IoT) Solutions,1263.0117,2,4
35680_Customer Group_1956,IoT and Smart Solutions,Smart City Solutions,5600.7565,2,4
35680_Customer Group_1956,Mobile Services,Family Mobile Plans,3436.8847,3,4
35680_Customer Group_1956,Mobile Services,GPS Tracking Services,284.1264,1,4
35680_Customer Group_1956,Mobile Services,Mobile Device Management (MDM),15249.7156,1,4
35680_Customer Group_1956,Mobile Services,Mobile Plans (Postpaid),8245.1283,6,4
35680_Customer Group_1956,Mobile Services,Mobile Plans (Prepaid),39503.2164,24,4
35680_Customer Group_1956,Network and Infrastructure,Carrier Services,27242.7204,3,4
35680_Customer Group_1956,Network and Infrastructure,Network Consulting Services,4797.0535,6,4
35680_Customer Group_1956,Network and Infrastructure,Network Design Services,3263.0281,7,4
35680_Customer Group_1956,Network and Infrastructure,Network Equipment Sales,14593.867199999999,9,4
35680_Customer Group_1956,Network and Infrastructure,Network Infrastructure Services,31155.6582,1,4
35680_Customer Group_1956,Network and Infrastructure,Network Maintenance Services,19865.2002,1,4
35680_Customer Group_1956,Network and Infrastructure,Network Monitoring Services,9224.6358,8,4
35680_Customer Group_1956,Network and Infrastructure,Wholesale Telecom Services,5571.298,10,4
35680_Customer Group_1956,Security and Privacy,Access Control Solutions,3399.264,1,4
35680_Customer Group_1956,Security and Privacy,Cybersecurity Solutions,483.912,1,4
35680_Customer Group_1956,Security and Privacy,Digital ID Services,871.5434,1,4
35680_Customer Group_1956,Security and Privacy,Network Security Solutions,3283.8453999999997,3,4
35680_Customer Group_1956,Television and Entertainment,Educational TV Channels,4415.903,2,4
35680_Customer Group_1956,Television and Entertainment,Kids Entertainment Packages,1027.3742,1,4
35680_Customer Group_1956,Television and Entertainment,Local TV Channels,7042.138000000001,1,4
35680_Customer Group_1956,Television and Entertainment,Mobile TV Services,12521.4349,23,4
35680_Customer Group_1956,Television and Entertainment,Movie Subscription Packages,10626.138700000001,4,4
35680_Customer Group_1956,Television and Entertainment,News Subscription Packages,33196.1639,8,4
35680_Customer Group_1956,Television and Entertainment,Over-the-Top (OTT) Services,1991.3404,3,4
35680_Customer Group_1956,Television and Entertainment,Premium TV Channels,2989.4072,6,4
35680_Customer Group_1956,Television and Entertainment,Smart TV Services,11111.9008,3,4
35680_Customer Group_1956,Television and Entertainment,Sports Subscription Packages,7147.4604,2,4
35696_Customer Group_1077,Business Solutions,Asset Tracking Solutions,539.0568,2,9
35696_Customer Group_1077,Business Solutions,Workforce Management Solutions,2220.5415,2,9
35696_Customer Group_1077,Cloud and Hosting Services,Cloud PBX Services,2046.8754,2,9
35696_Customer Group_1077,Community and Social Platforms,Professional Networking Platforms,294.2821,1,9
35696_Customer Group_1077,Data and Analytics,Big Data Solutions,528.2784,1,9
35696_Customer Group_1077,Data and Analytics,Predictive Analytics,30.7183,1,9
35696_Customer Group_1077,Devices and Accessories,Data Center Equipment - Servers,1804.4239,7,9
35696_Customer Group_1077,IoT and Smart Solutions,Internet of Things (IoT) Solutions,39061.8578,4,9
35696_Customer Group_1077,Mobile Services,Mobile Device Management (MDM),1187.1363999999999,3,9
35696_Customer Group_1077,Mobile Services,Mobile Plans (Prepaid),77.10079999999999,1,9
35696_Customer Group_1077,Network and Infrastructure,Network Infrastructure Services,2544.5607,7,9
35696_Customer Group_1077,Network and Infrastructure,Network Maintenance Services,2024.5992,5,9
35696_Customer Group_1077,Network and Infrastructure,Wholesale Telecom Services,128.9709,1,9
35696_Customer Group_1077,Security and Privacy,Cybersecurity Solutions,503.7088,3,9
35696_Customer Group_1077,Security and Privacy,Network Security Solutions,335.6577,2,9
35696_Customer Group_1077,Television and Entertainment,Smart TV Services,9.5018,1,9
35789_Customer Group_3365,Cloud and Hosting Services,Application Hosting Services,1132.134,1,4
35789_Customer Group_3365,Data and Analytics,Data Analytics Services,1237.356,2,4
35789_Customer Group_3365,Devices and Accessories,Data Center Equipment - Rack Solutions,1256.2368,1,4
35789_Customer Group_3365,Security and Privacy,Network Security Solutions,1225.07,1,4
360090_Customer Group_531,Cloud and Hosting Services,Cloud PBX Services,7662.2264,4,4
360090_Customer Group_531,Data and Analytics,Big Data Solutions,2949.8196,1,4
360090_Customer Group_531,Devices and Accessories,Data Center Equipment - Servers,10047.4352,8,4
360090_Customer Group_531,Digital Transformation Services,Cloud Strategy and Migration,445.88019999999995,2,4
360090_Customer Group_531,Gaming and eSports,Live Streaming Services,982.7555,2,4
360090_Customer Group_531,Mobile Services,Mobile Device Management (MDM),2468.158,1,4
360090_Customer Group_531,Network and Infrastructure,Carrier Services,1975.38,1,4
360090_Customer Group_531,Network and Infrastructure,Network Infrastructure Services,15369.2369,7,4
360090_Customer Group_531,Network and Infrastructure,Network Maintenance Services,12132.9131,2,4
360090_Customer Group_531,Security and Privacy,Cybersecurity Solutions,537.264,1,4
360090_Customer Group_531,Security and Privacy,Network Security Solutions,192.69039999999998,2,4
360090_Customer Group_531,Television and Entertainment,Local TV Channels,10456.583999999999,5,4
360090_Customer Group_531,Television and Entertainment,Mobile TV Services,445.4562,2,4
360090_Customer Group_531,Television and Entertainment,Over-the-Top (OTT) Services,5199.6752,2,4
360090_Customer Group_531,Television and Entertainment,Premium TV Channels,92.3206,2,4
360090_Customer Group_531,Television and Entertainment,Smart TV Services,1173.0637000000002,4,4
36067_Customer Group_3095,Business Solutions,Workforce Management Solutions,251.2565,1,0
36067_Customer Group_3095,Digital Transformation Services,Cloud-native Development,156.101,1,0
36067_Customer Group_3095,Security and Privacy,Network Security Solutions,220.6755,1,0
36067_Customer Group_3095,Television and Entertainment,Local TV Channels,664.5982,1,0
360800_Customer Group_4944,Cloud and Hosting Services,Cloud PBX Services,852.21,1,4
360800_Customer Group_4944,Customer Support and Management,Customer Support Services,2235.0474,1,4
360800_Customer Group_4944,Data and Analytics,Data Analytics Services,1319.6816,2,4
360800_Customer Group_4944,Devices and Accessories,Data Center Equipment - Rack Solutions,5447.2563,6,4
360800_Customer Group_4944,Devices and Accessories,Data Center Equipment - Servers,629.8862,2,4
360800_Customer Group_4944,Network and Infrastructure,Network Design Services,304.9262,2,4
360800_Customer Group_4944,Network and Infrastructure,Network Equipment Sales,88.7026,1,4
360800_Customer Group_4944,Network and Infrastructure,Network Infrastructure Services,117.6231,1,4
360800_Customer Group_4944,Network and Infrastructure,Wholesale Telecom Services,4205.3471,4,4
360800_Customer Group_4944,Security and Privacy,Network Security Solutions,126.63,1,4
360800_Customer Group_4944,Television and Entertainment,Educational TV Channels,2244.2368,2,4
360800_Customer Group_4944,Television and Entertainment,Local TV Channels,4418.120000000001,1,4
360800_Customer Group_4944,Television and Entertainment,Sports Subscription Packages,1886.5836,1,4
36241_Customer Group_3544,Cloud and Hosting Services,Application Hosting Services,330.4887,1,4
36241_Customer Group_3544,Communication Tools,Web Conferencing Services,1404.9771999999998,2,4
36241_Customer Group_3544,Data and Analytics,Predictive Analytics,1431.3108,2,4
364022_Customer Group_4589,Business Solutions,Asset Tracking Solutions,74.574,1,4
364022_Customer Group_4589,Communication Tools,Virtual Event Hosting,62.6913,1,4
364022_Customer Group_4589,Data and Analytics,Data Analytics Services,407.5847,3,4
364022_Customer Group_4589,Data and Analytics,Predictive Analytics,287.1137,6,4
364022_Customer Group_4589,Mobile Services,Mobile Plans (Prepaid),118.4832,1,4
364022_Customer Group_4589,Network and Infrastructure,Network Equipment Sales,35.2981,1,4
364022_Customer Group_4589,Network and Infrastructure,Wholesale Telecom Services,636.5975,3,4
364022_Customer Group_4589,Television and Entertainment,Educational TV Channels,696.3229,3,4
364022_Customer Group_4589,Television and Entertainment,Kids Entertainment Packages,196.8379,1,4
364022_Customer Group_4589,Television and Entertainment,Mobile TV Services,98.75819999999999,3,4
36585_Customer Group_3047,Business Solutions,Digital Workspace Solutions,386.9252,1,6
36585_Customer Group_3047,Data and Analytics,Predictive Analytics,106.2878,1,6
36585_Customer Group_3047,Devices and Accessories,Data Center Equipment - Rack Solutions,772.1672,1,6
36585_Customer Group_3047,Mobile Services,Mobile Plans (Prepaid),256.2616,3,6
36585_Customer Group_3047,Network and Infrastructure,Network Design Services,1828.4072,1,6
36585_Customer Group_3047,Network and Infrastructure,Network Equipment Sales,340.1496,1,6
36585_Customer Group_3047,Network and Infrastructure,Network Infrastructure Services,400.788,1,6
36585_Customer Group_3047,Network and Infrastructure,Wholesale Telecom Services,584.6383999999999,2,6
36585_Customer Group_3047,Security and Privacy,Cybersecurity Solutions,57.456,1,6
36585_Customer Group_3047,Television and Entertainment,Kids Entertainment Packages,1450.3536,1,6
36585_Customer Group_3047,Television and Entertainment,Mobile TV Services,110.8686,1,6
36741_Customer Group_1214,Data and Analytics,Predictive Analytics,379.7906,2,6
36741_Customer Group_1214,Network and Infrastructure,Network Monitoring Services,3351.52,2,6
36741_Customer Group_1214,Network and Infrastructure,Wholesale Telecom Services,1843.1704,1,6
36741_Customer Group_1214,Security and Privacy,Cybersecurity Solutions,129.54,1,6
36784_Customer Group_796,Cloud and Hosting Services,Application Hosting Services,422.0312,1,4
36784_Customer Group_796,IoT and Smart Solutions,Environmental Monitoring Services,75.8472,1,4
36784_Customer Group_796,Mobile Services,Family Mobile Plans,316.60519999999997,1,4
36784_Customer Group_796,Mobile Services,Mobile Device Management (MDM),21.736,1,4
36784_Customer Group_796,Network and Infrastructure,Carrier Services,1422.4078,1,4
36784_Customer Group_796,Television and Entertainment,Mobile TV Services,1477.036,1,4
36784_Customer Group_796,Television and Entertainment,Premium TV Channels,29.8437,1,4
36823_Customer Group_1446,Cloud and Hosting Services,Application Hosting Services,292.502,4,5
36823_Customer Group_1446,Cloud and Hosting Services,Data Backup Services,376.98,1,5
36823_Customer Group_1446,Communication Tools,Virtual Event Hosting,24.2538,1,5
36823_Customer Group_1446,Communication Tools,Web Conferencing Services,164.1351,1,5
36823_Customer Group_1446,Data and Analytics,Data Analytics Services,73.5,1,5
36823_Customer Group_1446,Data and Analytics,Predictive Analytics,445.1967,1,5
36823_Customer Group_1446,IoT and Smart Solutions,Smart City Solutions,890.8222999999999,2,5
36823_Customer Group_1446,Mobile Services,Mobile Device Management (MDM),1915.8917000000001,5,5
36823_Customer Group_1446,Network and Infrastructure,Network Infrastructure Services,471.5248,2,5
36823_Customer Group_1446,Security and Privacy,Access Control Solutions,1707.9564,3,5
36823_Customer Group_1446,Security and Privacy,Cybersecurity Solutions,7040.3443,11,5
36823_Customer Group_1446,Security and Privacy,Network Security Solutions,22.3125,1,5
36823_Customer Group_1446,Television and Entertainment,Mobile TV Services,588.1469,1,5
36823_Customer Group_1446,Television and Entertainment,Over-the-Top (OTT) Services,1276.2118,5,5
36823_Customer Group_1446,Television and Entertainment,Premium TV Channels,38.827,1,5
36823_Customer Group_1446,Television and Entertainment,Smart TV Services,72.3955,2,5
36957_Customer Group_331,Cloud and Hosting Services,Data Backup Services,176.0,1,4
36957_Customer Group_331,Data and Analytics,Data Analytics Services,109.802,1,4
36957_Customer Group_331,Devices and Accessories,Data Center Equipment - Storage Solutions,2968.5285,1,4
36957_Customer Group_331,Digital Transformation Services,Remote Work Solutions,3429.3599999999997,2,4
36957_Customer Group_331,IoT and Smart Solutions,Smart City Solutions,115.247,1,4
36957_Customer Group_331,Mobile Services,Mobile Device Management (MDM),3939.0053000000003,2,4
36957_Customer Group_331,Mobile Services,Mobile Plans (Prepaid),449.28,1,4
36957_Customer Group_331,Network and Infrastructure,Network Design Services,165.9,1,4
36957_Customer Group_331,Network and Infrastructure,Network Infrastructure Services,480.45079999999996,2,4
36957_Customer Group_331,Security and Privacy,Cybersecurity Solutions,1120.2059,4,4
36957_Customer Group_331,Television and Entertainment,Premium TV Channels,76.0578,1,4
37129_Customer Group_1991,Business Solutions,Managed IT Services,996.2656,1,4
37129_Customer Group_1991,Digital Transformation Services,Cloud and Hosting Services,3366.3468,1,4
37129_Customer Group_1991,Mobile Services,Family Mobile Plans,224.832,1,4
37192_Customer Group_1083,Business Solutions,Workforce Management Solutions,2568.9771,4,4
37192_Customer Group_1083,Cloud and Hosting Services,Application Hosting Services,2546.2019,5,4
37192_Customer Group_1083,Communication Tools,Virtual Event Hosting,3966.2196,2,4
37192_Customer Group_1083,Community and Social Platforms,Professional Networking Platforms,118.3172,1,4
37192_Customer Group_1083,Data and Analytics,Big Data Solutions,825.8702,1,4
37192_Customer Group_1083,Data and Analytics,Predictive Analytics,1449.3258,6,4
